"ID","Genotype","site","year","SowingDate","yield_sim"
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2008","01-jul",2679.43120940204
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2009","01-jul",2679.43120940204
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2010","01-jul",2275.65266957814
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2011","01-jul",2086.30972040351
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2012","01-jul",1000.93194792723
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2013","01-jul",1605.72677078203
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2014","01-jul",2566.72015307781
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2015","01-jul",2566.72015307781
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2016","01-jul",2816.83119335282
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2017","01-jul",1365.28390354366
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2018","01-jul",2324.92544494724
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2019","01-jul",3393.09378515566
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2020","01-jul",2033.2525851555
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2021","01-jul",2459.19402004556
"Soybean_Assaria_Cur_01-jul_MG5","Generic_MG5","Assaria","2022","01-jul",0
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1984","01-jul",2261.0264816925
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1985","01-jul",2261.03957641613
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1986","01-jul",2889.33237113969
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1987","01-jul",2889.33823385932
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1988","01-jul",2413.88286899566
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1989","01-jul",1462.95647540802
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1990","01-jul",1936.5316097279
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1991","01-jul",1936.53185857177
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1992","01-jul",2445.41069456764
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1993","01-jul",2445.41319946855
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1994","01-jul",2127.96658709814
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1995","01-jul",2346.30172650684
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1996","01-jul",2596.34086043207
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1997","01-jul",2608.74079459333
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1998","01-jul",2275.1136812655
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","1999","01-jul",2275.11801493154
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2000","01-jul",2050.92657555319
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2001","01-jul",1590.44022730025
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2002","01-jul",1590.44054376703
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2003","01-jul",1224.01770376414
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2004","01-jul",1224.27236461505
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2005","01-jul",1435.5833668698
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2006","01-jul",1435.5833668698
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2007","01-jul",2192.10391028986
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2008","01-jul",2335.55112742524
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2009","01-jul",2335.5557449543
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2010","01-jul",1765.99208390265
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2011","01-jul",1765.99213364329
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2012","01-jul",898.244230592141
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2013","01-jul",1371.71288857696
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2014","01-jul",2310.12857604194
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2015","01-jul",2310.14105398453
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2016","01-jul",2520.72943915589
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2017","01-jul",2520.72943915589
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2018","01-jul",1796.51141206555
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2019","01-jul",2781.21151191657
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2020","01-jul",2781.21159649222
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2021","01-jul",2198.00777676266
"Soybean_Assaria_Cur_01-jul_MG6","Generic_MG6","Assaria","2022","01-jul",2198.00777676266
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1984","01-jun",4192.00643907833
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1985","01-jun",4652.00079492135
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1986","01-jun",4240.47275408527
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1987","01-jun",4293.0063216722
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1988","01-jun",1053.20808064084
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1989","01-jun",1628.03282522052
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1990","01-jun",3560.09697946981
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1991","01-jun",1248.14572839197
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1992","01-jun",4500.11172532763
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1993","01-jun",5422.55184820172
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1994","01-jun",3048.59068661367
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1995","01-jun",3778.24897418634
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1996","01-jun",3500.34028189459
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1997","01-jun",2397.86225796261
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1998","01-jun",2071.83392369696
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","1999","01-jun",3514.5443461907
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2000","01-jun",808.575490522457
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2001","01-jun",1736.83371444155
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2002","01-jun",47.8409791991988
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2003","01-jun",1567.56811453635
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2004","01-jun",1194.76927529444
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2005","01-jun",2380.29162543883
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2006","01-jun",1860.74155393767
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2007","01-jun",1864.45330963193
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2008","01-jun",3178.50879012445
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2009","01-jun",3633.87956711834
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2010","01-jun",2100.60529228692
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2011","01-jun",611.045556958245
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2012","01-jun",890.711183211147
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2013","01-jun",2913.29341679248
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2014","01-jun",1838.29528730597
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2015","01-jun",2202.83039224586
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2016","01-jun",1947.2552250553
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2017","01-jun",526.243036538587
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2018","01-jun",2838.45819844418
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2019","01-jun",4948.24446992289
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2020","01-jun",2600.26153337566
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2021","01-jun",2114.19250425477
"Soybean_Assaria_Cur_01-jun_MG3","Generic_MG3","Assaria","2022","01-jun",0
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1984","01-jun",4495.61120718258
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1985","01-jun",5010.29067688163
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1986","01-jun",4574.73088597563
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1987","01-jun",4045.56461100808
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1988","01-jun",893.950297751202
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1989","01-jun",2030.92101893726
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1990","01-jun",3286.8301249106
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1991","01-jun",996.411558839278
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1992","01-jun",4240.64603926351
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1993","01-jun",6084.72810279875
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1994","01-jun",2659.06838579931
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1995","01-jun",3360.50650426622
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1996","01-jun",3963.3837401864
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1997","01-jun",2157.25900800938
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1998","01-jun",2032.58936416418
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","1999","01-jun",3124.31152666412
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2000","01-jun",621.725953486013
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2001","01-jun",2277.96060614376
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2002","01-jun",31.0851130120003
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2003","01-jun",2221.79123046307
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2004","01-jun",1101.11006779763
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2005","01-jun",2272.44558008571
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2006","01-jun",2237.82209746261
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2007","01-jun",1890.1752732175
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2008","01-jun",3471.39574616791
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2009","01-jun",4121.18013504831
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2010","01-jun",2326.19598465683
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2011","01-jun",411.326442123651
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2012","01-jun",1086.49595368345
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2013","01-jun",2386.65974249607
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2014","01-jun",2297.11905124551
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2015","01-jun",1804.68992765474
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2016","01-jun",2612.21980521527
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2017","01-jun",648.954686526715
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2018","01-jun",3204.61699675207
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2019","01-jun",5317.51538400096
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2020","01-jun",2065.52662564581
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2021","01-jun",2497.00383301951
"Soybean_Assaria_Cur_01-jun_MG4","Generic_MG4","Assaria","2022","01-jun",0
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1984","01-jun",3681.84085001278
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1985","01-jun",4102.18655128087
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1986","01-jun",4059.73507576642
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1987","01-jun",3491.87019555873
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1988","01-jun",687.181951844846
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1989","01-jun",2041.43638360794
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1990","01-jun",2509.05225768485
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1991","01-jun",780.661967977264
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1992","01-jun",3374.66366137692
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1993","01-jun",4990.33047665775
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1994","01-jun",2431.90340312839
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1995","01-jun",2820.77402283621
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1996","01-jun",3686.0612734229
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1997","01-jun",1832.37072752382
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1998","01-jun",2028.18673410572
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","1999","01-jun",2669.12706726928
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2000","01-jun",715.35895218692
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2001","01-jun",2047.73656391638
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2002","01-jun",20.3305341587536
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2003","01-jun",2452.97490263776
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2004","01-jun",1034.50914212776
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2005","01-jun",1855.28022305163
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2006","01-jun",1938.4178774108
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2007","01-jun",1907.12570151745
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2008","01-jun",3298.17649429273
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2009","01-jun",3321.66175737354
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2010","01-jun",3321.66175737354
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2011","01-jun",374.634617173373
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2012","01-jun",1150.50761122167
"Soybean_Assaria_Cur_01-jun_MG5","Generic_MG5","Assaria","2013","01-jun",1774.34973121504
